## async
16 29.7031591283624 36.06229809005 26.5765159596725
128 238.650364498899 265.913741971159 211.50341929535
1024 1500.55514779288 2082.02060417599 1252.00524479631
10240 4266.39837644789 7463.75451676996 3196.0348410752
102400 3974.21483486706 6860.18066112334 3058.09721195561
1048576 4806.96756051545 7207.21427404841 3833.48992358921


# sync
16 19.7398973413045 36.06229809005 13.0055402140802
128 158.191467208327 265.913741971159 104.370687412702
1024 1016.54236598249 2082.02060417599 616.9029720746
10240 3024.31583876956 7463.75451676996 1768.58147144098
102400 3858.83493263076 6860.18066112334 2926.16142088109
1048576 4922.31737818055 7207.21427404841 3730.38247358159
